carat,cut,color,clarity,x,y,z,depth,table,price
0.31,Very Good,F,VS1,4.37,4.38,2.66,60.9,56,675
0.3,Ideal,G,VS1,4.25,4.31,2.7,63.1,55,624
0.32,Ideal,G,VS2,4.46,4.4,2.72,61.4,55,720
0.61,Premium,F,VVS2,5.35,5.29,3.35,63,60,2319
1.06,Premium,G,SI1,6.73,6.67,3.99,59.6,58,4903
1.05,Premium,H,VS1,6.62,6.59,3.97,60.1,57,5886
1.53,Premium,J,VVS1,7.35,7.39,4.54,61.6,59,9384
0.7,Premium,H,SI2,5.57,5.53,3.49,62.9,61,1942
0.79,Premium,H,VVS2,5.96,5.9,3.71,62.6,58,2827
1.2,Very Good,G,SI2,6.79,6.87,4.24,62.1,56,5183
0.25,Very Good,E,VVS2,4,4.06,2.54,63,57,575
0.73,Ideal,G,SI1,5.77,5.79,3.55,61.4,58,2630
1.34,Ideal,E,VVS2,7.05,7.07,4.42,62.6,54,14593
0.5,Fair,G,VS1,5.13,5.09,3.08,60.3,66,1327
1.2,Ideal,E,VS2,6.89,6.84,4.21,61.3,56,10214
0.4,Ideal,H,SI2,4.73,4.75,2.92,61.6,56,516
0.33,Ideal,I,SI1,4.46,4.49,2.75,61.5,57,445
1.01,Ideal,J,SI2,6.5,6.45,3.99,61.6,55,3801
1.16,Good,F,SI2,6.78,6.75,4.11,60.8,65,4131
1.16,Ideal,J,SI1,6.75,6.78,4.18,61.8,55,5124
0.31,Ideal,G,VVS1,4.38,4.41,2.72,61.9,54,789
0.4,Premium,E,VS1,4.76,4.72,2.85,60.1,58,1125
1.03,Ideal,D,SI1,6.51,6.57,4,61.2,55,5804
0.9,Good,F,SI1,6.08,6.03,3.87,63.9,58,3992
0.3,Ideal,G,VS1,4.28,4.31,2.67,62.2,55,605
0.3,Premium,G,VVS1,4.33,4.29,2.64,61.3,58,945
0.91,Very Good,I,VVS2,6.1,6.06,3.86,63.5,59,3618
0.31,Ideal,G,VVS1,4.33,4.36,2.71,62.4,56,772
0.81,Ideal,F,IF,5.98,6.05,3.7,61.5,55,6338
0.56,Ideal,I,VVS1,5.29,5.33,3.29,62,57,1580
0.54,Very Good,D,SI1,5.3,5.34,3.18,60,59.8,1593
0.3,Very Good,E,VS1,4.21,4.22,2.69,63.8,59,640
0.67,Good,G,VS2,5.5,5.47,3.5,63.8,60,1990
1.13,Ideal,E,SI1,6.69,6.66,4.15,62.2,55,6682
0.41,Good,F,SI1,4.74,4.68,3.01,63.9,56,969
0.37,Very Good,E,SI2,4.61,4.65,2.85,61.6,56,493
2.04,Premium,H,SI1,8.1,8.03,5.08,63,58,18115
1,Good,E,VVS2,6.31,6.36,4.02,63.5,55,8750
2.02,Very Good,G,SI2,8.06,8.11,5.08,62.8,55,15877
0.58,Ideal,E,VS2,5.36,5.44,3.29,60.9,59,1698
1.21,Very Good,J,VS1,6.71,6.8,4.23,62.6,57,5452
1.39,Premium,I,SI1,7.22,7.08,4.44,62.1,57,6694
0.9,Premium,I,SI1,6.19,6.15,3.83,62.1,59,3121
0.51,Ideal,G,VS1,5.1,5.08,3.19,62.7,56,1781
0.74,Ideal,I,VVS1,5.77,5.82,3.61,62.3,55,2715
0.7,Premium,G,SI1,5.7,5.74,3.5,61.2,60,2042
1.08,Premium,G,VS1,6.55,6.51,4.05,62,60,6689
1.3,Very Good,J,VS1,6.91,6.86,4.35,63.2,57,4994
0.57,Ideal,G,SI1,5.4,5.37,3.26,60.5,57,1369
1.32,Ideal,F,SI1,7.11,7.05,4.36,61.6,56,7079
1.02,Premium,G,SI2,6.42,6.37,4,62.5,59,4370
0.3,Very Good,G,VS2,4.28,4.25,2.71,63.5,54,675
1.13,Fair,F,SI2,6.58,6.52,4.22,64.4,56,4176
0.44,Ideal,G,SI2,4.93,4.95,3.02,61.1,55,694
0.55,Premium,E,SI2,5.33,5.35,3.19,59.7,58,1269
1.05,Premium,H,VS2,6.71,6.68,3.95,59,59,5468
2.04,Good,H,SI1,8.31,8.36,4.87,58.4,60,18026
1.25,Premium,F,VS2,6.98,6.93,4.23,60.8,58,9702
1.33,Premium,G,SI2,7.16,7.19,4.33,60.3,58,6565
0.35,Very Good,G,IF,4.43,4.49,2.79,62.6,59,898
0.81,Premium,D,SI2,5.97,5.93,3.67,61.7,58,2994
0.33,Very Good,F,VVS2,4.42,4.37,2.79,63.5,54,694
0.36,Ideal,E,VS1,4.59,4.61,2.87,62.4,55,852
1.07,Ideal,E,SI2,6.49,6.52,4.06,62.4,60,5280
2.01,Very Good,H,SI2,7.84,7.77,4.94,63.3,60,10772
0.41,Ideal,E,VVS2,4.76,4.79,2.93,61.4,57,1187
0.7,Very Good,H,SI1,5.72,5.76,3.51,61.1,56,2548
0.43,Very Good,G,VVS2,4.84,4.88,2.99,61.7,56,976
0.31,Very Good,H,SI1,4.36,4.39,2.7,61.7,59,435
1,Fair,I,VS2,6.25,6.2,4.09,65.7,58,3265
0.31,Premium,G,VVS1,4.35,4.32,2.65,61.1,58,1046
0.5,Fair,G,VS1,4.99,4.9,3.29,66.5,58,1234
0.23,Very Good,D,VVS1,3.94,3.97,2.44,61.7,59,485
0.27,Very Good,H,VVS2,4.12,4.16,2.59,62.5,55,504
0.3,Very Good,E,VVS2,4.28,4.31,2.68,62.4,58,622
0.71,Ideal,E,VVS2,5.7,5.72,3.54,62,57,4124
2.03,Premium,J,SI1,8.06,8.12,5.02,62.1,59,12862
1,Very Good,G,VS2,6.31,6.27,3.99,63.4,57,5806
0.54,Ideal,G,VVS2,5.22,5.27,3.26,62.2,55,1868
0.4,Premium,E,SI1,4.73,4.7,2.96,62.8,59,907
1.5,Very Good,J,VVS2,7.25,7.31,4.58,62.9,58,8622
0.61,Ideal,F,SI2,5.47,5.55,3.38,61.3,55,1424
0.37,Ideal,E,VS2,4.59,4.62,2.83,61.5,56,811
0.33,Ideal,H,IF,4.44,4.48,2.77,62.1,54,838
1.13,Premium,G,VVS1,6.87,6.79,4.05,59.3,59,8868
0.23,Very Good,E,VVS1,3.95,3.96,2.41,60.9,58,530
1,Ideal,F,VVS2,6.46,6.41,3.96,61.5,55,7849
1.25,Very Good,E,VS2,6.9,6.94,4.26,61.6,57,8851
0.73,Ideal,H,SI2,5.78,5.72,3.58,62.3,56,2278
0.53,Ideal,F,VVS2,5.22,5.15,3.22,62.1,56,2290
1,Very Good,I,SI1,6.3,6.35,3.99,63.1,58,4149
1.23,Ideal,E,SI2,6.92,7.01,4.26,61.2,55,6288
1.04,Ideal,H,VS1,6.42,6.46,4.04,62.7,57,5577
2.51,Premium,H,SI2,8.88,8.68,5.29,60.6,61,14543
0.3,Premium,H,IF,4.34,4.3,2.61,60.4,60,1013
0.31,Premium,F,VS2,4.41,4.34,2.69,61.5,56,802
0.36,Ideal,F,IF,4.58,4.62,2.84,61.7,55,1210
0.53,Ideal,H,VS2,5.15,5.19,3.23,62.5,56,1314
0.42,Premium,F,VVS1,4.81,4.84,2.92,60.5,58,1326
0.3,Premium,D,VS2,4.29,4.33,2.63,61,60,710
0.43,Premium,G,VVS1,4.87,4.85,2.98,61.3,57,1264
1.63,Premium,I,VS1,7.7,7.58,4.67,61.1,57,11534
2.14,Premium,I,SI2,8.41,8.37,5.04,60.1,58,15915
0.4,Ideal,F,SI2,4.71,4.73,2.92,61.9,57,673
1.51,Very Good,F,VS2,7.27,7.32,4.58,62.8,56,14165
0.91,Very Good,F,VVS2,6.1,6.16,3.84,62.6,59,5733
1,Premium,G,VS1,6.37,6.33,3.96,62.4,62,6290
0.9,Very Good,J,SI1,6.11,6.14,3.91,63.8,56,3061
0.54,Very Good,I,VS2,5.17,5.22,3.24,62.3,56,1317
0.73,Ideal,I,VS2,5.77,5.8,3.59,61.9,56,2686
0.36,Ideal,D,VS2,4.56,4.6,2.83,61.8,56,852
0.26,Ideal,E,VVS1,4.07,4.1,2.52,61.7,57,599
0.4,Premium,F,VS2,4.83,4.79,2.87,59.7,58,1080
1.22,Ideal,E,VS1,6.77,6.88,4.26,62.4,54,10622
0.41,Very Good,I,VVS1,4.78,4.82,2.97,61.9,57,863
0.28,Premium,E,VVS2,4.26,4.22,2.55,60.1,59,828
0.87,Premium,F,SI2,6.14,6.1,3.77,61.6,58,2999
0.41,Ideal,F,IF,4.77,4.79,2.96,61.9,56,1439
0.51,Ideal,F,VVS1,5.12,5.15,3.17,61.7,57,2163
1.57,Premium,I,VS2,7.44,7.42,4.62,62.2,59,9478
1.32,Very Good,J,VS2,7.01,7.04,4.36,62.1,57,6079
0.54,Premium,J,VVS2,5.37,5.31,3.11,58.2,62,1229
0.37,Very Good,E,SI1,4.68,4.7,2.81,59.9,59,649
0.53,Ideal,D,VS2,5.2,5.17,3.22,62.1,55,1956
1.58,Premium,E,SI2,7.54,7.51,4.59,61,60,7963
1.52,Fair,J,VS1,7.22,7.17,4.7,65.4,58,7186
0.51,Ideal,E,VS2,5.16,5.13,3.19,62,54,1614
1.51,Good,J,SI1,7.16,7.19,4.6,64.1,61,6394
1.52,Premium,H,VS2,7.49,7.45,4.44,59.4,59,11206
0.76,Premium,F,SI2,5.88,5.83,3.62,61.8,58,2491
0.75,Premium,I,VS2,5.93,5.9,3.55,60,57,2329
0.31,Very Good,E,SI1,4.29,4.32,2.71,63,57,544
0.71,Very Good,F,SI2,5.7,5.76,3.53,61.6,59,2326
1.13,Very Good,H,SI1,6.73,6.77,4.06,60.1,60,4959
0.7,Very Good,E,VS2,5.63,5.67,3.58,63.4,59,2952
2.02,Very Good,G,SI2,8.03,7.96,5.06,63.3,57,9853
0.3,Very Good,E,SI1,4.25,4.3,2.69,62.9,56,526
0.73,Ideal,E,SI2,5.8,5.88,3.58,61.3,54,2431
0.3,Premium,D,SI1,4.28,4.25,2.65,62.1,58,709
1.03,Ideal,D,VS1,6.44,6.5,4.05,62.6,57,8645
2.25,Premium,I,SI2,8.42,8.35,5.19,61.9,59,11114
0.9,Very Good,I,VS1,6.12,6.18,3.81,62,61,3880
1.2,Ideal,J,SI1,6.84,6.79,4.26,62.5,55,4536
0.42,Ideal,F,VS1,4.82,4.8,2.96,61.6,56,1082
0.9,Premium,I,VS2,6.12,6.02,3.81,62.8,61,3246
1.5,Very Good,F,VS2,7.45,7.48,4.41,59.1,59,16048
0.58,Ideal,G,IF,5.35,5.37,3.32,62.1,56,2528
1.53,Ideal,G,VVS2,7.4,7.42,4.55,61.4,59,15275
0.24,Ideal,E,VVS2,3.96,4.01,2.46,61.7,58,526
0.6,Ideal,F,VVS2,5.37,5.4,3.34,62,55,2822
0.45,Premium,I,VVS1,4.9,4.88,3.08,63,56,1013
0.5,Ideal,E,VS2,5.17,5.12,3.14,61,56,1629
0.6,Premium,H,SI1,5.54,5.5,3.25,58.9,61,1341
1.14,Ideal,I,VS2,6.71,6.67,4.21,62.9,56,5075
1.57,Premium,F,SI2,7.49,7.43,4.49,60.2,60,8001
0.7,Fair,I,VS2,5.55,5.49,3.57,64.7,60,2117
0.9,Premium,E,VS1,6.19,6.1,3.83,62.3,56,4914
0.32,Premium,H,VS2,4.41,4.39,2.7,61.4,60,648
0.54,Ideal,E,VS1,5.2,5.22,3.26,62.6,55,1732
0.24,Very Good,E,VVS1,3.99,4.02,2.49,62.2,59,552
0.71,Ideal,F,SI1,5.73,5.69,3.6,63,54,2235
1.01,Very Good,D,SI1,6.33,6.38,4,62.9,58,5731
0.65,Ideal,H,IF,5.6,5.62,3.45,61.5,55,3065
0.41,Very Good,D,VS2,4.7,4.73,2.96,62.8,55,1007
0.5,Ideal,E,SI1,5.13,5.06,3.21,63,56,1317
0.36,Ideal,G,VVS2,4.56,4.53,2.83,62.3,56,1053
1,Good,H,VVS2,6.44,6.41,3.82,59.5,64,4592
0.34,Ideal,H,SI1,4.48,4.46,2.8,62.6,56,628
1.11,Ideal,H,SI2,6.59,6.66,4.14,62.7,57,4578
0.71,Premium,E,SI2,5.79,5.77,3.49,60.4,61,2096
0.82,Ideal,E,SI2,5.94,5.98,3.73,62.6,55,3131
0.51,Premium,G,VVS2,5.21,5.18,3.07,59.1,59,1974
0.73,Ideal,H,VS1,5.79,5.76,3.58,61.9,55,2919
0.64,Ideal,H,IF,5.58,5.62,3.39,60.5,57,2420
0.71,Very Good,G,SI1,5.66,5.71,3.48,61.2,61,2266
0.5,Very Good,E,VS2,5.08,5.1,3.16,62.1,62,1451
0.4,Premium,G,VVS2,4.78,4.8,2.86,59.7,58,982
0.4,Very Good,D,SI2,4.73,4.67,2.98,63.4,56,855
0.71,Ideal,H,VS2,5.74,5.77,3.56,61.9,55,3189
1.5,Very Good,G,SI1,7.31,7.39,4.52,61.5,59,9645
0.32,Very Good,F,VS1,4.37,4.39,2.72,62.2,55,616
0.38,Premium,H,VVS1,4.76,4.71,2.8,59.1,58,1033
0.3,Premium,D,VS2,4.27,4.22,2.67,62.9,59,911
0.41,Fair,G,VVS2,4.68,4.72,3.04,64.7,56,833
2.05,Ideal,G,SI2,8.11,8.16,5.01,61.6,56,18017
0.96,Ideal,G,SI2,6.3,6.34,3.92,62,58,3945
0.38,Ideal,F,VVS2,4.61,4.64,2.9,62.7,56,1033
0.71,Very Good,H,VVS1,5.67,5.69,3.57,62.9,57,2867
0.51,Good,D,VS2,5,5.05,3.2,63.7,57,1549
0.92,Very Good,G,SI1,6.19,6.26,3.89,62.5,60,3986
0.31,Very Good,G,VVS2,4.29,4.33,2.7,62.6,57,707
0.5,Ideal,G,VVS2,5.09,5.13,3.17,62,56,1838
0.77,Very Good,G,SI1,5.82,5.84,3.67,63,59,2670
0.33,Ideal,G,VVS1,4.44,4.42,2.76,62.3,55,1040
0.7,Very Good,H,VS2,5.71,5.75,3.53,61.6,55,2330
1.01,Very Good,D,VS2,6.46,6.51,3.88,59.8,60,7487
0.31,Ideal,G,IF,4.35,4.38,2.7,61.9,54,891
0.32,Ideal,F,VS2,4.35,4.37,2.72,62.4,56,645
1.5,Premium,D,SI1,7.44,7.39,4.49,60.5,59,11489
0.31,Premium,D,SI1,4.36,4.33,2.67,61.4,58,732
1.12,Ideal,E,VS1,6.7,6.72,4.11,61.3,56,8991
2.08,Premium,H,SI1,8.1,8.13,5.08,62.6,59,17617
1.31,Premium,J,SI1,7.11,7.06,4.3,60.7,58,4475
0.41,Premium,G,VS2,4.74,4.71,2.96,62.6,58,1061
0.32,Ideal,F,VS2,4.37,4.4,2.74,62.5,56,645
1.09,Ideal,G,VS1,6.59,6.63,4.12,62.3,55,7820
0.74,Premium,H,SI2,5.84,5.75,3.53,60.9,61,1962
0.57,Ideal,D,SI1,5.34,5.35,3.28,61.4,55,1684
0.34,Premium,I,VS1,4.48,4.51,2.74,61,60,537
0.59,Ideal,G,VS1,5.35,5.4,3.34,62.1,55,1916
0.72,Very Good,E,SI1,5.73,5.76,3.56,62,57,2562
0.41,Ideal,I,IF,4.77,4.81,2.96,61.8,55,930
0.8,Premium,J,SI1,6.12,6.04,3.55,58.4,59,2016
0.5,Ideal,E,VS2,5.13,5.15,3.15,61.3,55,1695
1.08,Ideal,G,VS1,6.57,6.63,4.12,62.4,55,7925
0.7,Ideal,F,SI1,5.73,5.75,3.49,60.7,57,2833
0.57,Ideal,E,SI1,5.33,5.31,3.31,62.2,57,1613
1.7,Good,G,SI1,7.89,7.85,4.58,58.2,64,11180
0.53,Very Good,E,VS2,5.26,5.31,3.08,58.3,62,1607
0.5,Ideal,D,VVS2,5.1,5.14,3.16,61.8,54.1,2639
1,Good,F,SI2,6.28,6.33,4.02,63.8,58,4081
0.53,Very Good,I,VS1,5.24,5.28,3.15,59.9,58,1350
0.49,Good,F,VS1,5.08,5.18,3.04,59.2,60.9,1294
1.01,Premium,E,VVS2,6.42,6.39,3.96,61.8,59,9711
0.7,Very Good,I,VVS1,5.62,5.65,3.5,62.1,58,2565
0.3,Premium,E,VS2,4.34,4.3,2.61,60.4,58,844
1.02,Ideal,F,VVS2,6.42,6.45,4.01,62.3,58,9598
0.39,Premium,D,VVS2,4.7,4.66,2.86,61.1,60,1290
0.74,Very Good,H,VVS2,5.79,5.81,3.51,60.5,60,2921
0.24,Very Good,E,VVS2,4.03,4.05,2.46,60.9,58,552
1.4,Premium,F,VS1,7.35,7.32,4.31,58.8,61,12401
0.57,Ideal,F,VS2,5.35,5.37,3.3,61.6,55,1737
0.9,Very Good,F,SI1,6.33,6.25,3.65,58,63,4435
1.07,Premium,G,SI2,6.56,6.49,4.06,62.2,58,3545
1.17,Very Good,F,VS2,6.71,6.76,4.2,62.4,56,7432
0.75,Good,F,VS1,5.67,5.72,3.66,64.4,59,2953
0.41,Premium,G,SI1,4.77,4.72,2.97,62.6,59,923
2.01,Very Good,H,SI1,8.16,8.25,4.92,60,58,17095
0.72,Ideal,F,SI1,5.73,5.8,3.58,62.1,55,2440
0.4,Ideal,H,VVS2,4.73,4.69,2.94,62.4,57,1125
0.35,Ideal,E,VS1,4.55,4.53,2.78,61.2,56,1063
1.51,Ideal,I,SI1,7.52,7.46,4.45,59.4,61,8396
1,Fair,H,VS1,6.22,6.17,4.05,65.4,61,4368
0.7,Very Good,H,VS2,5.74,5.8,3.46,60,57,2335
1.03,Ideal,H,VS1,6.49,6.45,3.98,61.5,57,4874
2.08,Premium,H,SI2,8.39,8.35,4.92,58.8,60,14462
0.23,Ideal,G,SI1,3.95,3.99,2.46,62,54,364
0.66,Very Good,E,VVS1,5.6,5.66,3.48,61.8,55,3309
0.3,Ideal,D,SI1,4.29,4.34,2.65,61.4,55,552
1.5,Premium,H,SI1,7.27,7.34,4.58,62.7,58,9768
1.24,Premium,G,VS1,6.92,6.88,4.28,62,59,7800
0.91,Fair,E,VVS2,6.13,6,3.83,63.1,55,5430
1.88,Very Good,D,SI2,7.84,7.79,4.94,63.2,60,9791
1.2,Ideal,G,VVS2,6.82,6.86,4.26,62.3,54,10812
0.55,Ideal,D,VS2,5.21,5.26,3.23,61.7,57,1848
0.33,Very Good,E,VS2,4.38,4.43,2.78,63.1,57,672
1.02,Good,F,SI2,6.25,6.29,4.02,64.1,60,4179
0.9,Premium,F,SI2,6.25,6.21,3.78,60.7,59,3553
0.3,Very Good,E,VVS2,4.25,4.27,2.68,62.9,55,840
2.05,Ideal,H,SI1,8.09,8.14,5.02,61.9,57,17006
0.72,Ideal,F,VVS2,5.83,5.77,3.53,60.9,56,3780
0.81,Premium,I,VVS2,5.91,5.86,3.64,61.9,60,2795
0.69,Premium,F,SI1,5.73,5.7,3.5,61.2,58,1946
0.57,Good,F,VS1,5.35,5.38,3.22,60,61,1801
1.05,Ideal,G,VVS1,6.58,6.63,3.97,60.1,57,8623
0.5,Ideal,E,VS2,5.11,5.14,3.15,61.5,57,1624
0.46,Ideal,H,SI1,4.99,5.02,3.09,61.7,55,807
0.3,Very Good,D,SI1,4.31,4.28,2.71,63.1,55,709
0.37,Premium,G,VS2,4.69,4.64,2.83,60.7,57,833
0.54,Good,H,VS1,5.13,5.16,3.25,63.2,60,1361
0.32,Ideal,I,VVS1,4.4,4.37,2.74,62.5,55,756
0.6,Ideal,G,SI2,5.58,5.52,3.28,59.1,56,1250
0.9,Very Good,F,SI1,6.08,6.13,3.74,61.3,58,3780
2.01,Premium,J,SI1,8.07,8,5.06,63,57,13219
1.6,Very Good,D,SI2,7.55,7.61,4.59,60.6,58,10646
0.51,Premium,E,VS2,5.16,5.11,3.15,61.3,60,1781
0.72,Premium,D,SI2,5.82,5.72,3.49,60.5,60,2429
1.42,Very Good,G,VVS2,7.14,7.17,4.48,62.6,60,12891
0.33,Premium,D,SI2,4.41,4.39,2.76,62.7,58,631
0.91,Ideal,G,SI1,6.2,6.23,3.86,62.1,57,4240
0.58,Good,F,SI1,5.29,5.33,3.35,63.1,57,1388
0.32,Ideal,F,VS2,4.38,4.34,2.74,62.8,53,828
0.35,Ideal,I,VVS1,4.53,4.56,2.81,61.8,55,627
1.02,Ideal,G,VVS1,6.44,6.47,3.97,61.5,57,8168
1.07,Good,G,SI1,6.45,6.49,4.08,63.1,59,4861
0.71,Premium,F,VS1,5.73,5.69,3.53,61.8,59,2790
0.34,Premium,E,SI2,4.5,4.54,2.79,61.7,58,477
0.42,Premium,G,VS1,4.95,4.82,2.96,60.6,58,984
0.29,Premium,F,SI1,4.26,4.24,2.65,62.4,58,518
1.01,Ideal,D,VS2,6.42,6.46,4.03,62.6,55,8279
0.41,Ideal,E,SI2,4.79,4.83,2.96,61.5,58,654
1.02,Very Good,D,SI1,6.35,6.27,4.01,63.5,61,5598
1.5,Very Good,I,SI1,7.26,7.33,4.48,61.4,62,7722
0.42,Ideal,F,VS1,4.88,4.84,2.96,60.9,57,1103
1.57,Premium,F,SI1,7.57,7.54,4.56,60.4,59,12112
0.54,Ideal,E,VS2,5.25,5.21,3.21,61.4,57,1847
2.01,Premium,I,SI1,8.1,8.06,4.92,60.9,60,15528
0.3,Good,H,VS1,4.22,4.25,2.68,63.3,57,526
1.2,Ideal,G,VS2,6.79,6.85,4.25,62.4,54.7,8040
1.61,Ideal,H,VS2,7.52,7.57,4.63,61.4,57,11045
0.31,Ideal,G,IF,4.4,4.42,2.69,61,57,891
0.37,Ideal,D,VVS1,4.6,4.59,2.85,62,56,1292
1,Fair,D,VS1,6.77,6.71,4.38,55.9,60,7083
0.33,Premium,F,SI1,4.42,4.45,2.7,60.9,59,550
1.76,Very Good,G,VVS2,7.81,7.9,4.8,61.1,59,17888
0.72,Very Good,I,VS1,5.66,5.7,3.62,63.7,57,2441
1.16,Premium,I,SI2,6.78,6.71,4.19,62.1,58,4326
1.06,Very Good,D,SI1,6.64,6.71,3.96,59.3,60,6062
0.4,Ideal,I,SI2,4.74,4.77,2.9,61,58,484
0.58,Ideal,I,SI1,5.37,5.42,3.31,61.4,55,1193
0.3,Premium,E,SI1,4.28,4.23,2.63,61.8,60,675
0.32,Premium,F,VS2,4.41,4.44,2.64,59.7,59,645
0.51,Ideal,G,VS1,5.15,5.18,3.17,61.4,54,1599
0.33,Good,H,SI2,4.36,4.39,2.78,63.5,57,416
1.4,Premium,E,SI2,7.17,7.12,4.46,62.4,57,6147
0.51,Fair,D,SI1,5.05,5.01,3.28,65.2,55,1304
0.38,Very Good,G,VS2,4.65,4.66,2.83,60.8,61,766
0.31,Very Good,E,VVS2,4.38,4.43,2.68,60.8,55,816
1.02,Good,G,VVS2,6.38,6.49,4.01,62.3,60,7292
1.01,Very Good,G,VS2,6.37,6.42,3.96,61.9,58,6047
0.24,Ideal,F,IF,4.04,4.07,2.47,61,57,678
1.03,Ideal,F,VVS2,6.47,6.5,4.03,62.1,55,9131
0.7,Premium,I,SI2,5.68,5.64,3.53,62.4,58,1890
1.03,Very Good,G,VS1,6.5,6.52,3.99,61.3,56.1,7511
0.31,Ideal,E,VVS2,4.33,4.35,2.71,62.4,53,791
0.54,Ideal,H,SI1,5.24,5.28,3.21,61,56,1154
0.36,Ideal,D,SI1,4.68,4.63,2.77,59.5,56,851
0.42,Ideal,G,IF,4.81,4.84,3,62.2,54,1289
0.55,Very Good,D,SI1,5.24,5.28,3.24,61.6,56,1580
0.74,Very Good,H,VS2,5.87,5.91,3.53,59.9,57,2463
1.1,Very Good,H,VS2,6.63,6.74,4.1,61.3,58,5914
1.01,Very Good,F,VS2,6.37,6.43,4.01,62.7,56,6159
0.33,Premium,I,VS1,4.45,4.42,2.73,61.6,60,668
0.54,Good,G,VS2,5.15,5.2,3.27,63.2,55,1422
1.72,Premium,G,VS1,7.86,7.82,4.66,59.4,60,17765
0.7,Good,J,SI1,5.62,5.57,3.6,64.3,56,1442
1.5,Premium,E,VS1,7.21,7.28,4.53,62.5,58,16023
0.54,Ideal,F,VVS1,5.27,5.28,3.25,61.6,55,2951
0.77,Ideal,F,SI1,5.85,5.91,3.63,61.7,56,3702
0.72,Very Good,J,SI1,5.66,5.72,3.57,62.7,56,1666
0.71,Premium,D,VVS1,5.88,5.84,3.47,59.2,59,4234
0.56,Ideal,G,VVS1,5.28,5.3,3.28,62,56,2202
0.53,Premium,H,SI1,5.22,5.1,3.16,61.2,60,1159
0.23,Very Good,E,VVS2,3.88,3.9,2.48,63.8,57,485
0.34,Premium,H,VS2,4.51,4.47,2.77,61.7,60,689
0.23,Very Good,F,VVS2,3.98,4,2.38,59.6,57,530
0.36,Premium,H,VS2,4.62,4.58,2.8,60.9,59,729
1.55,Premium,E,SI1,7.55,7.5,4.52,60.1,58,11871
1.01,Ideal,H,SI2,6.41,6.46,3.97,61.7,56,4357
0.4,Very Good,D,SI2,4.75,4.72,2.99,63.1,57,798
1.19,Ideal,D,VS1,6.84,6.87,4.19,61.1,57,10079
0.57,Premium,I,VVS1,5.32,5.25,3.28,62.1,58,1728
1.01,Premium,G,SI1,6.43,6.34,4.01,62.8,59,4605
1.1,Premium,E,SI2,6.69,6.65,4.01,60.1,62,4691
0.55,Ideal,E,SI1,5.27,5.23,3.24,61.7,57,1668
1.55,Premium,I,SI2,7.73,7.63,4.47,58.2,59,8069
1.01,Premium,I,SI1,6.4,6.33,3.99,62.7,58,3337
0.43,Premium,D,SI1,4.83,4.89,2.97,61.1,59,830
0.71,Very Good,F,SI1,5.67,5.7,3.52,61.9,56,2333
0.35,Ideal,D,VS2,4.54,4.52,2.82,62.3,55,1063
0.8,Ideal,F,SI2,5.96,5.98,3.7,62,57,2495
0.31,Premium,E,VS2,4.37,4.35,2.66,61,59,872
0.31,Ideal,F,SI1,4.34,4.31,2.72,62.9,57,663
0.51,Very Good,G,VS2,5.05,5.1,3.17,62.5,59,1438
0.4,Good,J,VS1,4.69,4.7,2.98,63.5,56,589
1.2,Very Good,H,VS2,6.74,6.67,4.24,63.2,55,5833
0.7,Premium,D,SI2,5.73,5.71,3.55,62.1,60,2319
1,Fair,I,SI1,6.31,6.24,4.13,66,56,2912
1.7,Very Good,I,VS2,7.81,7.89,4.59,58.5,59,11190
2.28,Ideal,I,SI2,8.41,8.34,5.27,62.9,57,16187
0.85,Fair,J,I1,5.95,5.82,3.86,65.5,59,1334
0.6,Good,F,SI2,5.33,5.4,3.32,62,62,1306
0.3,Ideal,F,IF,4.34,4.36,2.69,61.8,54,886
0.23,Very Good,E,VVS2,3.92,3.97,2.43,61.6,61,505
1.36,Very Good,D,SI1,7.21,7.24,4.3,59.5,61,9874
0.52,Premium,F,SI1,5.24,5.31,3.14,59.5,59,1244
0.3,Very Good,D,VS2,4.22,4.27,2.63,62,59,710
0.41,Premium,G,VVS1,4.85,4.83,2.89,59.7,60,1148
0.37,Premium,G,VS1,4.67,4.71,2.79,59.5,58,746
1,Premium,D,SI2,6.52,6.49,3.87,59.5,62,4626
0.31,Good,E,SI1,4.31,4.35,2.74,63.3,55,544
1,Premium,G,VS2,6.42,6.35,3.84,60.1,57,6272
0.79,Ideal,G,VS1,5.91,5.94,3.67,62,56,3561
1.03,Ideal,F,VS1,6.67,6.62,3.92,59,55,7752
1,Ideal,E,VS2,6.45,6.4,3.98,61.9,56,6048
1.01,Fair,G,SI1,6.27,6.22,4.07,65.1,57,2993
1.15,Ideal,E,SI1,6.73,6.7,4.21,62.7,56,5526
0.4,Very Good,F,IF,4.65,4.68,2.93,62.8,57,1404
0.3,Premium,D,VVS2,4.33,4.34,2.63,60.7,59,741
0.55,Ideal,E,VS1,5.28,5.3,3.24,61.2,57,2001
1.01,Ideal,G,VS2,6.49,6.45,3.98,61.5,57,6516
0.73,Premium,H,SI2,5.73,5.69,3.57,62.5,58,2234
1.08,Ideal,F,I1,6.64,6.62,4.1,61.8,56,3168
0.51,Ideal,F,VS1,5.17,5.11,3.18,61.9,56,1836
1.02,Ideal,H,SI2,6.51,6.47,4.01,61.8,55,4284
1.23,Ideal,G,VVS2,6.89,6.92,4.2,60.8,57,10646
0.25,Very Good,D,VS1,4.05,4.08,2.44,60,63,388
